age,hours-per-week,Ladder score,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,workclass,education,race,sex,country,income
69,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
33,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
30,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
35,16,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,1
25,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,1,32,1
18,15,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,0,0,32,0
35,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,1,0,32,1
20,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
26,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,5,1,0,32,0
46,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,0
31,36,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,1,32,0
40,40,6.317,9.859,0.831,68.597,0.862,-0.147,0.799,0,3,1,0,21,1
40,52,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
31,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,1,32,0
32,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,6,1,0,32,0
23,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,1,0,32,0
25,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,5,1,0,32,0
37,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
18,20,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
55,38,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
26,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
37,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,1
39,45,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
62,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,4,1,1,32,1
19,25,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,3,1,1,32,0
47,45,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,1
51,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,1,0,32,1
55,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
30,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
59,36,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,1,0,32,0
45,65,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,2,1,0,32,0
52,45,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,1
21,20,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
31,55,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
29,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,0,0,32,0
24,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
17,24,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
47,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,0,1,32,0
46,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,1
32,28,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,2,1,1,32,0
21,25,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
18,36,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,0,0,32,0
49,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,6,1,0,32,1
81,20,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,2,1,1,32,0
36,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,1,0,32,1
47,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,1
36,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,5,1,0,32,1
39,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,1,0,32,0
46,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,1,32,0
43,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,1,1,32,1
39,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,1,1,32,0
29,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
23,16,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,0,1,32,0
57,43,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
38,42,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,2,0,1,32,0
25,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,1,32,0
39,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,1,0,32,0
24,40,6.309,9.186,0.877,67.5,0.89,-0.13699999999999998,0.884,0,3,0,0,18,0
56,44,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,5,1,0,32,1
39,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
23,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
17,20,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,2,2,1,32,0
67,16,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,2,1,1,32,0
41,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,4,0,32,0
24,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,1,1,32,0
51,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,0,0,32,1
30,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,2,1,1,32,0
47,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,2,1,0,32,1
56,32,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
51,38,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
57,55,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,1,0,32,0
34,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
24,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,0
57,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
38,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,1
23,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
35,40,6.317,9.859,0.831,68.597,0.862,-0.147,0.799,0,1,1,0,21,0
58,52,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
19,12,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,2,1,1,32,0
19,40,6.317,9.859,0.831,68.597,0.862,-0.147,0.799,2,1,1,0,21,0
68,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,6,1,0,32,1
43,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,1
17,20,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
53,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,6,1,0,32,1
37,99,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,6,0,0,32,1
63,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,1
31,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
29,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
43,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,1,0,32,1
27,65,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,1
25,32,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,2,1,0,32,0
28,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
54,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
74,12,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,3,1,1,32,0
31,32,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,3,1,32,0
23,48,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
19,30,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,1,32,0
39,20,6.061,9.054,0.762,66.402,0.888,-0.11,0.688,2,0,1,1,5,0
61,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,2,1,1,32,0
59,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,2,1,1,32,1
27,36,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,1,1,32,1
19,20,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,0,1,32,0
23,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,2,1,0,32,0
25,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,2,3,1,32,0
40,48,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,1
53,37,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
32,45,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,0
72,25,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,6,1,0,32,1
61,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,1,1,0,32,0
42,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
17,20,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,3,1,32,0
73,16,7.103,10.776,0.9259999999999999,73.8,0.915,0.08900000000000001,0.415,0,2,1,0,1,0
41,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,1,0,32,0
23,20,6.309,9.186,0.877,67.5,0.89,-0.13699999999999998,0.884,0,3,0,1,18,0
23,40,7.103,10.776,0.9259999999999999,73.8,0.915,0.08900000000000001,0.415,0,2,1,1,1,0
65,15,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
45,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,2,1,1,32,0
52,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,0,0,32,1
24,27,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,0,1,32,0
23,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
30,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
26,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,0
37,56,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,2,1,0,32,0
17,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
31,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
52,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
63,27,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,0
27,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
31,40,6.317,9.859,0.831,68.597,0.862,-0.147,0.799,0,2,1,0,21,0
71,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,2,1,1,32,0
35,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,0
44,38,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
36,40,5.3389999999999995,9.673,0.8109999999999999,69.593,0.904,-0.146,0.755,0,5,4,0,2,0
22,20,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,1,32,0
32,48,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
30,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,1,1,32,0
60,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,2,1,0,32,0
25,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
76,12,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,1,1,1,32,0
41,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
26,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,1,2,0,32,0
32,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
22,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
39,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,1
63,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,4,1,0,32,0
23,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
61,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
31,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,1,0,32,0
25,45,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
33,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
39,36,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
53,40,5.3389999999999995,9.673,0.8109999999999999,69.593,0.904,-0.146,0.755,0,4,4,1,2,0
26,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,1,1,32,0
21,32,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
18,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,0,0,32,0
34,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,1
44,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,5,0,0,32,1
31,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
44,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,1
42,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,1
43,44,6.317,9.859,0.831,68.597,0.862,-0.147,0.799,0,2,1,0,21,0
33,38,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,4,0,32,1
21,30,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,0,1,32,0
30,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,1
55,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
57,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
37,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
32,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,1
62,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,4,1,0,32,1
31,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,4,0,0,32,1
51,50,6.69,10.704,0.9420000000000001,74.0,0.8220000000000001,-0.147,0.5710000000000001,0,4,1,0,6,1
37,45,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,5,1,1,32,0
45,38,6.317,9.859,0.831,68.597,0.862,-0.147,0.799,0,1,1,0,21,0
47,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
31,75,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,2,1,0,32,0
75,30,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,2,1,0,32,0
43,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,5,2,0,32,0
39,60,7.155,10.873,0.903,72.5,0.875,0.011000000000000001,0.46,0,3,1,0,7,1
30,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,1
27,40,6.435,9.052999999999999,0.813,64.958,0.9059999999999999,-0.038,0.775,0,1,1,0,9,0
44,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,3,0,32,0
53,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,5,1,1,32,1
40,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,0
18,20,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
33,40,7.064,10.707,0.934,72.5,0.8590000000000001,0.233,0.45899999999999996,0,4,0,0,31,0
20,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
38,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,0,0,32,0
48,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
46,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,2,1,0,32,0
51,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
35,30,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,2,1,1,32,0
24,40,6.317,9.859,0.831,68.597,0.862,-0.147,0.799,0,1,1,0,21,0
30,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
70,30,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
26,44,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
34,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
46,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,1
70,5,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
37,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,1,0,32,0
36,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,1,1,32,0
23,40,6.317,9.859,0.831,68.597,0.862,-0.147,0.799,0,2,1,1,21,0
28,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
44,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,1,0,32,1
58,30,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
53,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,1
23,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
26,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,0,0,32,0
21,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,3,1,0,32,0
34,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,5,1,1,32,0
43,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
22,20,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,0,0,32,0
41,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,3,0,32,1
36,40,5.4110000000000005,8.972999999999999,0.85,68.03399999999999,0.94,-0.098,0.7959999999999999,0,2,4,0,33,0
41,20,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,4,1,1,32,0
27,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
42,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,1,0,32,0
27,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
41,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
32,40,5.3389999999999995,9.673,0.8109999999999999,69.593,0.904,-0.146,0.755,0,4,4,1,2,1
21,20,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,4,0,32,0
44,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,0,0,32,1
29,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,0
19,22,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,3,1,1,32,0
21,40,6.435,9.052999999999999,0.813,64.958,0.9059999999999999,-0.038,0.775,1,3,1,0,9,0
46,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
38,55,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,1,0,32,1
43,48,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,1
54,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,2,1,0,32,1
38,60,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,5,1,0,32,1
18,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,3,1,0,32,0
50,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,1
30,36,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,1
30,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
28,35,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,2,3,1,32,0
26,45,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
37,43,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,3,1,0,32,0
32,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,1
64,5,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,5,1,1,32,1
18,28,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,1,32,0
30,30,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
36,8,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,3,1,1,32,0
18,30,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,0,0,32,0
27,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
49,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
46,43,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,1,2,1,0,32,1
37,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
30,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
29,30,7.155,10.873,0.903,72.5,0.875,0.011000000000000001,0.46,0,2,2,1,7,0
22,40,6.317,9.859,0.831,68.597,0.862,-0.147,0.799,2,2,1,0,21,0
25,30,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,2,1,0,32,0
38,30,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,0,1,32,0
32,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,2,4,1,1,32,0
35,50,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,0,32,0
56,80,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,5,1,0,32,1
29,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,3,1,1,32,0
41,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
47,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,2,1,0,32,0
23,40,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,0,4,4,1,32,0
46,45,6.9510000000000005,11.023,0.92,68.2,0.8370000000000001,0.098,0.698,3,4,1,0,32,1
